Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Year,Order Month,Order Quarter,Order Week,Order Day,Shipping Days,Profit Margin,Sales Bucket,Profit Bucket
3213,Us-2021-150630,2021-09-17,2021-09-21,Standard Class,Tb-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Off-Bi-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers For Binding Systems,9.618000000000002,2,0.7,-7.0532,2021,September,3,37,Friday,4,-0.7333333333333332,Low,Loss
3214,Us-2021-150630,2021-09-17,2021-09-21,Standard Class,Tb-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Off-Bi-10001525,Office Supplies,Binders,"Acco Pressboard Covers With Storage Hooks, 14 7/8"" X 11"", Executive Red",6.858000000000001,6,0.7,-5.715,2021,September,3,37,Friday,4,-0.8333333333333331,Low,Loss
3215,Us-2021-138716,2021-09-17,2021-09-20,First Class,Cs-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105,West,Off-Bi-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.031999999999996,3,0.2,7.822499999999998,2021,September,3,37,Friday,3,0.31249999999999994,Low,Low Profit
3216,Us-2021-150630,2021-09-17,2021-09-21,Standard Class,Tb-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Off-En-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.2640000000000002,2,0.2,1.1015999999999997,2021,September,3,37,Friday,4,0.33749999999999986,Low,Low Profit
3217,Us-2021-126977,2021-09-17,2021-09-23,Standard Class,Pf-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,Off-La-10002762,Office Supplies,Labels,Avery 485,87.71,7,0.0,41.223699999999994,2021,September,3,37,Friday,6,0.47,Low,Low Profit
3218,Us-2021-126977,2021-09-17,2021-09-23,Standard Class,Pf-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,Off-Pa-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",110.96,2,0.0,53.260799999999996,2021,September,3,37,Friday,6,0.48,Medium,Low Profit
3219,Us-2021-133025,2021-09-17,2021-09-19,Second Class,Mo-17800,Meg O'Connel,Home Office,United States,Los Angeles,California,90036,West,Off-Pa-10004100,Office Supplies,Paper,Xerox 216,32.400000000000006,5,0.0,15.552000000000001,2021,September,3,37,Friday,2,0.48,Low,Low Profit
3220,Us-2021-126977,2021-09-17,2021-09-23,Standard Class,Pf-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,Off-St-10000617,Office Supplies,Storage,Woodgrain Magazine Files By Perma,14.9,5,0.0,1.0429999999999984,2021,September,3,37,Friday,6,0.0699999999999999,Low,Low Profit
3221,Us-2021-126977,2021-09-17,2021-09-23,Standard Class,Pf-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,Off-St-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,94.6,4,0.0,27.433999999999997,2021,September,3,37,Friday,6,0.29,Low,Low Profit
3222,Us-2021-141145,2021-09-17,2021-09-23,Standard Class,Db-13405,Denny Blanton,Consumer,United States,Orlando,Florida,32839,South,Tec-Ac-10001465,Technology,Accessories,Sandisk Cruzer 64 Gb Usb Flash Drive,87.168,3,0.2,10.895999999999987,2021,September,3,37,Friday,6,0.12499999999999983,Low,Low Profit
3223,Us-2021-126977,2021-09-17,2021-09-23,Standard Class,Pf-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,Tec-Ac-10003033,Technology,Accessories,Plantronics Cs510 - Over-The-Head Monaural Wireless Headset System,659.9,2,0.0,217.76699999999994,2021,September,3,37,Friday,6,0.3299999999999999,High,High Profit
3224,Us-2021-126977,2021-09-17,2021-09-23,Standard Class,Pf-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,Tec-Ph-10000169,Technology,Phones,Arkon Windshield Dashboard Air Vent Car Mount Holder,67.8,4,0.0,1.3559999999999945,2021,September,3,37,Friday,6,0.01999999999999992,Low,Low Profit
3225,Us-2021-126977,2021-09-17,2021-09-23,Standard Class,Pf-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,Tec-Ph-10002170,Technology,Phones,Clearsounds Csc500 Amplified Spirit Phone Corded Phone,209.96999999999997,3,0.0,58.7916,2021,September,3,37,Friday,6,0.28,Medium,Low Profit
3226,Us-2021-167745,2021-09-18,2021-09-23,Standard Class,Gb-14530,George Bell,Corporate,United States,Los Angeles,California,90049,West,Fur-Fu-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5X11,24.4,2,0.0,10.248000000000001,2021,September,3,37,Saturday,5,0.4200000000000001,Low,Low Profit
3227,Us-2021-167745,2021-09-18,2021-09-23,Standard Class,Gb-14530,George Bell,Corporate,United States,Los Angeles,California,90049,West,Off-Ar-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",11.68,2,0.0,5.489599999999999,2021,September,3,37,Saturday,5,0.47,Low,Low Profit
3228,Us-2021-109575,2021-09-18,2021-09-23,Standard Class,Kh-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735,East,Off-Bi-10000962,Office Supplies,Binders,"Acco Flexible Accohide Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",65.08,4,0.0,31.889199999999995,2021,September,3,37,Saturday,5,0.48999999999999994,Low,Low Profit
3229,Us-2021-149713,2021-09-18,2021-09-22,Second Class,Tg-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,Off-Pa-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,19.92,4,0.0,9.760800000000001,2021,September,3,37,Saturday,4,0.49000000000000005,Low,Low Profit
3230,Us-2021-150511,2021-09-18,2021-09-24,Standard Class,Ab-10060,Adam Bellavance,Home Office,United States,Des Moines,Washington,98198,West,Off-Pa-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" X 5"" Forms Per Page, 600 Sets Per Book",18.54,2,0.0,8.713799999999999,2021,September,3,37,Saturday,6,0.47,Low,Low Profit
3231,Us-2021-149713,2021-09-18,2021-09-22,Second Class,Tg-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,Off-Pa-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards And Labels,160.72,14,0.0,78.75280000000001,2021,September,3,37,Saturday,4,0.49000000000000005,Medium,Low Profit
3232,Us-2021-109575,2021-09-18,2021-09-23,Standard Class,Kh-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735,East,Off-St-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,636.86,7,0.0,0.0,2021,September,3,37,Saturday,5,0.0,High,Low Profit
3233,Us-2021-101154,2021-09-18,2021-09-21,First Class,Cm-12190,Charlotte Melton,Consumer,United States,San Diego,California,92105,West,Off-St-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H X 36""W X 18 1/2""D",443.92,4,0.0,8.8784,2021,September,3,37,Saturday,3,0.019999999999999997,Medium,Low Profit
3234,Us-2021-109575,2021-09-18,2021-09-23,Standard Class,Kh-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735,East,Off-St-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,41.96,2,0.0,7.9724,2021,September,3,37,Saturday,5,0.19,Low,Low Profit
3235,Us-2021-149713,2021-09-18,2021-09-22,Second Class,Tg-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,Off-Su-10001574,Office Supplies,Supplies,Acme Value Line Scissors,7.3,2,0.0,2.1899999999999995,2021,September,3,37,Saturday,4,0.29999999999999993,Low,Low Profit
3236,Us-2021-167745,2021-09-18,2021-09-23,Standard Class,Gb-14530,George Bell,Corporate,United States,Los Angeles,California,90049,West,Off-Su-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",16.9,2,0.0,5.0699999999999985,2021,September,3,37,Saturday,5,0.29999999999999993,Low,Low Profit
3237,Us-2021-142202,2021-09-18,2021-09-23,Second Class,Jr-16210,Justin Ritter,Corporate,United States,Jacksonville,Florida,32216,South,Tec-Ac-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,717.1200000000001,9,0.2,152.38799999999992,2021,September,3,37,Saturday,5,0.21249999999999986,High,High Profit
3238,Us-2021-109575,2021-09-18,2021-09-23,Standard Class,Kh-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735,East,Tec-Ph-10000730,Technology,Phones,Samsung Galaxy S4 Active,499.99,1,0.0,129.99740000000003,2021,September,3,37,Saturday,5,0.26000000000000006,Medium,High Profit
3239,Us-2021-109575,2021-09-18,2021-09-23,Standard Class,Kh-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735,East,Tec-Ph-10000895,Technology,Phones,Polycom Vvx 310 Voip Phone,1259.93,7,0.0,327.58180000000004,2021,September,3,37,Saturday,5,0.26,Very High,High Profit
3240,Us-2021-115847,2021-09-19,2021-09-24,Second Class,Tc-21535,Tracy Collins,Home Office,United States,Arlington,Virginia,22204,South,Fur-Bo-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,61.96,2,0.0,4.337199999999996,2021,September,3,37,Sunday,5,0.06999999999999992,Low,Low Profit
3241,Us-2021-149517,2021-09-19,2021-09-23,Standard Class,Fc-14245,Frank Carlisle,Home Office,United States,Sacramento,California,95823,West,Fur-Fu-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",60.84,3,0.0,19.468799999999998,2021,September,3,37,Sunday,4,0.31999999999999995,Low,Low Profit
3242,Us-2021-137603,2021-09-19,2021-09-24,Standard Class,Mh-17290,Marc Harrigan,Home Office,United States,Santa Fe,New Mexico,87505,West,Off-Ar-10001972,Office Supplies,Art,Newell 323,8.4,5,0.0,2.184,2021,September,3,37,Sunday,5,0.26,Low,Low Profit
3243,Us-2021-132815,2021-09-19,2021-09-22,Second Class,Rw-19540,Rick Wilson,Corporate,United States,Los Angeles,California,90008,West,Off-Pa-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards And Labels,22.96,2,0.0,11.2504,2021,September,3,37,Sunday,3,0.49,Low,Low Profit
3244,Us-2021-147102,2021-09-19,2021-09-26,Standard Class,Nh-18610,Nicole Hansen,Corporate,United States,Columbus,Georgia,31907,South,Tec-Ac-10000682,Technology,Accessories,Kensington K72356Us Mouse-In-A-Box Usb Desktop Mouse,66.36,4,0.0,23.226,2021,September,3,37,Sunday,7,0.35,Low,Low Profit
3245,Us-2021-135489,2021-09-19,2021-09-22,Second Class,Gw-14605,Giulietta Weimer,Consumer,United States,New York City,New York,10024,East,Tec-Ph-10000011,Technology,Phones,Puregear Roll-On Screen Protector,279.85999999999996,14,0.0,134.33279999999996,2021,September,3,37,Sunday,3,0.4799999999999999,Medium,High Profit
3246,Us-2021-126970,2021-09-20,2021-09-24,Standard Class,Tp-21130,Theone Pippenger,Consumer,United States,Naperville,Illinois,60540,Central,Off-Bi-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,2.807999999999999,3,0.8,-4.492799999999999,2021,September,3,38,Monday,4,-1.6000000000000003,Low,Loss
3247,Us-2021-141565,2021-09-20,2021-09-24,Standard Class,Bg-11035,Barry Gonzalez,Consumer,United States,Nashville,Tennessee,37211,South,Off-Bi-10000545,Office Supplies,Binders,Gbc Ibimaster 500 Manual Proclick Binding System,1369.7640000000001,6,0.7,-913.1759999999999,2021,September,3,38,Monday,4,-0.6666666666666665,Very High,Loss
3248,Us-2021-153738,2021-09-20,2021-09-22,First Class,Ag-10270,Alejandro Grove,Consumer,United States,Lawrence,Massachusetts,01841,East,Off-Bi-10001308,Office Supplies,Binders,Gbc Standard Plastic Binding Systems' Combs,37.68,6,0.0,16.955999999999996,2021,September,3,38,Monday,2,0.4499999999999999,Low,Low Profit
3249,Us-2021-156013,2021-09-20,2021-09-26,Standard Class,Tc-20980,Tamara Chand,Corporate,United States,Long Beach,New York,11561,East,Off-Bi-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers,24.448,2,0.2,8.8624,2021,September,3,38,Monday,6,0.36249999999999993,Low,Low Profit
3250,Us-2021-151470,2021-09-20,2021-09-26,Standard Class,Am-10705,Anne Mcfarland,Consumer,United States,Las Vegas,Nevada,89115,West,Off-Bi-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,45.584,11,0.2,16.524199999999997,2021,September,3,38,Monday,6,0.36249999999999993,Low,Low Profit
3251,Us-2021-156013,2021-09-20,2021-09-26,Standard Class,Tc-20980,Tamara Chand,Corporate,United States,Long Beach,New York,11561,East,Off-Pa-10001970,Office Supplies,Paper,Xerox 1881,61.4,5,0.0,28.857999999999997,2021,September,3,38,Monday,6,0.47,Low,Low Profit
3252,Us-2021-141565,2021-09-20,2021-09-24,Standard Class,Bg-11035,Barry Gonzalez,Consumer,United States,Nashville,Tennessee,37211,South,Off-St-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34W X 5-1/4D X 20-1/2H",294.368,4,0.2,-58.873600000000025,2021,September,3,38,Monday,4,-0.2000000000000001,Medium,Loss
3253,Ca-2021-153738,2021-09-20,2021-09-22,First Class,Ag-10270,Alejandro Grove,Consumer,Canada,Toronto,Ontario,M2N,East,Off-Bi-10001308,Office Supplies,Binders,Gbc Standard Plastic Binding Systems' Combs,24.448,2,0.2,8.8624,2021,September,3,38,Monday,2,0.36249999999999993,Low,Low Profit
3254,Us-2021-168480,2021-09-21,2021-09-27,Standard Class,Dm-12955,Dario Medina,Corporate,United States,Lincoln Park,Michigan,48146,Central,Fur-Bo-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,194.32,4,0.0,31.091200000000015,2021,September,3,38,Tuesday,6,0.1600000000000001,Medium,Low Profit
3255,Us-2021-158421,2021-09-21,2021-09-26,Standard Class,Gb-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,Fur-Ch-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,1690.04,4,0.0,422.51,2021,September,3,38,Tuesday,5,0.25,Very High,High Profit
3256,Us-2021-117800,2021-09-21,2021-09-26,Standard Class,Th-21550,Tracy Hopkins,Home Office,United States,Everett,Massachusetts,02149,East,Fur-Ch-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,542.9399999999999,3,0.0,141.1644,2021,September,3,38,Tuesday,5,0.26,High,High Profit
3257,Us-2021-149972,2021-09-21,2021-09-23,First Class,Cd-12790,Cynthia Delaney,Home Office,United States,Los Angeles,California,90036,West,Fur-Ch-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,601.536,4,0.2,0.0,2021,September,3,38,Tuesday,2,0.0,High,Low Profit
3258,Us-2021-126697,2021-09-21,2021-09-24,First Class,Sv-20815,Stuart Van,Corporate,United States,Houston,Texas,77041,Central,Fur-Fu-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,4.928000000000001,4,0.6,-1.4783999999999997,2021,September,3,38,Tuesday,3,-0.2999999999999999,Low,Loss
3259,Us-2021-127593,2021-09-21,2021-09-21,Same Day,Dh-13675,Duane Huffman,Home Office,United States,Quincy,Massachusetts,02169,East,Fur-Fu-10004006,Furniture,Furnishings,"Deflect-O Duramat Lighweight, Studded, Beveled Mat For Low Pile Carpeting",85.3,2,0.0,14.50099999999999,2021,September,3,38,Tuesday,0,0.1699999999999999,Low,Low Profit
3260,Us-2021-168480,2021-09-21,2021-09-27,Standard Class,Dm-12955,Dario Medina,Corporate,United States,Lincoln Park,Michigan,48146,Central,Off-Ar-10001044,Office Supplies,Art,"Boston Ranger #55 Pencil Sharpener, Black",25.99,1,0.0,7.537099999999999,2021,September,3,38,Tuesday,6,0.29,Low,Low Profit
3261,Us-2021-158421,2021-09-21,2021-09-26,Standard Class,Gb-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,Off-Bi-10000050,Office Supplies,Binders,"Angle-D Binders With Locking Rings, Label Holders",14.6,2,0.0,6.861999999999999,2021,September,3,38,Tuesday,5,0.47,Low,Low Profit
3262,Us-2021-158421,2021-09-21,2021-09-26,Standard Class,Gb-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,Off-En-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" X 12 1/2"", 100/Box",121.96,2,0.0,57.32119999999999,2021,September,3,38,Tuesday,5,0.4699999999999999,Medium,Low Profit
3263,Us-2021-149972,2021-09-21,2021-09-23,First Class,Cd-12790,Cynthia Delaney,Home Office,United States,Los Angeles,California,90036,West,Off-Fa-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags And Round Head Tacks,7.9,2,0.0,2.5279999999999996,2021,September,3,38,Tuesday,2,0.31999999999999995,Low,Low Profit
3264,Us-2021-158421,2021-09-21,2021-09-26,Standard Class,Gb-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,Off-Pa-10001801,Office Supplies,Paper,Xerox 193,23.92,4,0.0,11.7208,2021,September,3,38,Tuesday,5,0.49,Low,Low Profit
3265,Us-2021-158421,2021-09-21,2021-09-26,Standard Class,Gb-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,Off-St-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,63.96,2,0.0,6.396000000000001,2021,September,3,38,Tuesday,5,0.1,Low,Low Profit
3266,Us-2021-158421,2021-09-21,2021-09-26,Standard Class,Gb-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,Off-St-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,85.96,7,0.0,24.068799999999996,2021,September,3,38,Tuesday,5,0.27999999999999997,Low,Low Profit
3267,Us-2021-102036,2021-09-21,2021-09-27,Standard Class,Cs-12130,Chad Sievert,Consumer,United States,Seattle,Washington,98105,West,Off-St-10003123,Office Supplies,Storage,Fellowes Bases And Tops For Staxonsteel/High-Stak Systems,199.74,6,0.0,47.937599999999996,2021,September,3,38,Tuesday,6,0.23999999999999996,Medium,Low Profit
3268,Us-2021-158421,2021-09-21,2021-09-26,Standard Class,Gb-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,Off-St-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H X 36""W X 18 1/2""D",887.84,8,0.0,17.7568,2021,September,3,38,Tuesday,5,0.019999999999999997,High,Low Profit
3269,Us-2021-126697,2021-09-21,2021-09-24,First Class,Sv-20815,Stuart Van,Corporate,United States,Houston,Texas,77041,Central,Tec-Ac-10004353,Technology,Accessories,Hypercom P1300 Pinpad,151.20000000000002,3,0.2,32.13,2021,September,3,38,Tuesday,3,0.2125,Medium,Low Profit
3270,Us-2021-158421,2021-09-21,2021-09-26,Standard Class,Gb-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,Tec-Ph-10000369,Technology,Phones,Htc One Mini,629.9499999999999,5,0.0,176.38600000000002,2021,September,3,38,Tuesday,5,0.2800000000000001,High,High Profit
3271,Us-2021-117800,2021-09-21,2021-09-26,Standard Class,Th-21550,Tracy Hopkins,Home Office,United States,Everett,Massachusetts,02149,East,Tec-Ph-10002415,Technology,Phones,Polycom Voicestation 500 Conference Phone,589.9,2,0.0,147.47500000000002,2021,September,3,38,Tuesday,5,0.25000000000000006,High,High Profit
3272,Us-2021-158421,2021-09-21,2021-09-26,Standard Class,Gb-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,Tec-Ph-10002538,Technology,Phones,Grandstream Gxp1160 Voip Phone,113.72999999999999,3,0.0,32.98169999999999,2021,September,3,38,Tuesday,5,0.2899999999999999,Medium,Low Profit
3273,Us-2021-126697,2021-09-21,2021-09-24,First Class,Sv-20815,Stuart Van,Corporate,United States,Houston,Texas,77041,Central,Tec-Ph-10002922,Technology,Phones,Shoretel Shorephone Ip 230 Voip Phone,946.344,7,0.2,118.29299999999989,2021,September,3,38,Tuesday,3,0.12499999999999988,High,High Profit
3274,Us-2021-134992,2021-09-22,2021-09-26,Second Class,Mg-17875,Michael Grace,Home Office,United States,Arlington,Virginia,22204,South,Fur-Fu-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp With Metal Mesh Shade, Black",47.98,2,0.0,11.035399999999996,2021,September,3,38,Wednesday,4,0.22999999999999993,Low,Low Profit
3275,Us-2021-112571,2021-09-22,2021-09-22,Same Day,Dl-12925,Daniel Lacy,Consumer,United States,Oceanside,California,92054,West,Fur-Fu-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,2,0.0,53.196,2021,September,3,38,Wednesday,0,0.26,Medium,Low Profit
3276,Us-2021-168760,2021-09-22,2021-09-26,Second Class,Mm-18280,Muhammed Macintyre,Corporate,United States,Los Angeles,California,90049,West,Off-Ap-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,0.0,16.5888,2021,September,3,38,Wednesday,4,0.27,Low,Low Profit
3277,Us-2021-102260,2021-09-22,2021-09-26,Standard Class,Sj-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,37064,South,Off-Ar-10001315,Office Supplies,Art,Newell 310,2.8160000000000003,2,0.2,0.31679999999999986,2021,September,3,38,Wednesday,4,0.11249999999999993,Low,Low Profit
3278,Us-2021-102260,2021-09-22,2021-09-26,Standard Class,Sj-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,37064,South,Off-Bi-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",3.204,2,0.7,-2.5631999999999993,2021,September,3,38,Wednesday,4,-0.7999999999999997,Low,Loss
3279,Us-2021-102260,2021-09-22,2021-09-26,Standard Class,Sj-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,37064,South,Off-La-10003714,Office Supplies,Labels,Avery 510,12.0,4,0.2,4.199999999999999,2021,September,3,38,Wednesday,4,0.3499999999999999,Low,Low Profit
3280,Us-2021-134992,2021-09-22,2021-09-26,Second Class,Mg-17875,Michael Grace,Home Office,United States,Arlington,Virginia,22204,South,Off-Pa-10001972,Office Supplies,Paper,Xerox 214,32.400000000000006,5,0.0,15.552000000000001,2021,September,3,38,Wednesday,4,0.48,Low,Low Profit
3281,Us-2021-102260,2021-09-22,2021-09-26,Standard Class,Sj-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,37064,South,Off-St-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use As 4 Or 5 14"" Cubes, Black",25.424000000000003,1,0.2,-4.767000000000002,2021,September,3,38,Wednesday,4,-0.18750000000000006,Low,Loss
3282,Us-2021-102260,2021-09-22,2021-09-26,Standard Class,Sj-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,37064,South,Off-St-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,720.0640000000001,4,0.2,-63.005600000000015,2021,September,3,38,Wednesday,4,-0.08750000000000001,High,Loss
3283,Us-2021-115343,2021-09-22,2021-09-25,First Class,Fo-14305,Frank Olsen,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Off-Su-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors With Nickel-Plated Handles, 3 7/8"" Cut, 8""L",55.60000000000001,5,0.2,6.254999999999992,2021,September,3,38,Wednesday,3,0.11249999999999984,Low,Low Profit
3284,Us-2021-115343,2021-09-22,2021-09-25,First Class,Fo-14305,Frank Olsen,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Tec-Ac-10003832,Technology,Accessories,Logitech P710E Mobile Speakerphone,617.9760000000001,3,0.2,-7.724700000000098,2021,September,3,38,Wednesday,3,-0.012500000000000157,High,Loss
3285,Us-2021-153381,2021-09-24,2021-09-28,Standard Class,De-13255,Deanra Eno,Home Office,United States,Dubuque,Iowa,52001,Central,Fur-Ch-10000988,Furniture,Chairs,Hon Olson Stacker Stools,1408.1,10,0.0,394.26800000000003,2021,September,3,38,Friday,4,0.28,Very High,High Profit
3286,Us-2021-143119,2021-09-24,2021-09-30,Standard Class,Mc-17275,Marc Crier,Consumer,United States,Lafayette,Louisiana,70506,South,Fur-Ch-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,517.5,6,0.0,155.24999999999994,2021,September,3,38,Friday,6,0.2999999999999999,High,High Profit
3287,Us-2021-103835,2021-09-24,2021-09-28,Standard Class,Sc-20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032,West,Fur-Fu-10000010,Furniture,Furnishings,"Dax Value U-Channel Document Frames, Easel Back",14.91,3,0.0,4.6221,2021,September,3,38,Friday,4,0.31,Low,Low Profit
3288,Us-2021-103835,2021-09-24,2021-09-28,Standard Class,Sc-20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032,West,Off-Ap-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1158.12,4,0.0,335.85479999999984,2021,September,3,38,Friday,4,0.28999999999999987,Very High,High Profit
3289,Us-2021-161466,2021-09-24,2021-09-27,Second Class,On-18715,Odella Nelson,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Off-Ar-10000634,Office Supplies,Art,Newell 320,6.848000000000001,2,0.2,0.5992000000000002,2021,September,3,38,Friday,3,0.08750000000000002,Low,Low Profit
3290,Us-2021-106873,2021-09-24,2021-09-29,Second Class,Km-16720,Kunst Miller,Consumer,United States,Avondale,Arizona,85323,West,Off-Ar-10001246,Office Supplies,Art,Newell 317,16.464,7,0.2,1.852199999999999,2021,September,3,38,Friday,5,0.11249999999999995,Low,Low Profit
3291,Us-2021-106873,2021-09-24,2021-09-29,Second Class,Km-16720,Kunst Miller,Consumer,United States,Avondale,Arizona,85323,West,Off-Ar-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,14.576,2,0.2,2.368599999999999,2021,September,3,38,Friday,5,0.16249999999999992,Low,Low Profit
3292,Us-2021-113131,2021-09-24,2021-09-24,Same Day,Mb-17305,Maria Bertelson,Consumer,United States,Columbus,Ohio,43229,East,Off-Ar-10003504,Office Supplies,Art,Newell 347,17.12,5,0.2,1.9259999999999975,2021,September,3,38,Friday,0,0.11249999999999985,Low,Low Profit
3293,Us-2021-161830,2021-09-24,2021-09-26,Second Class,Me-17725,Max Engle,Consumer,United States,Seattle,Washington,98105,West,Off-Ar-10004042,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",35.96,2,0.0,10.428399999999996,2021,September,3,38,Friday,2,0.28999999999999987,Low,Low Profit
3294,Us-2021-161830,2021-09-24,2021-09-26,Second Class,Me-17725,Max Engle,Consumer,United States,Seattle,Washington,98105,West,Off-Bi-10001097,Office Supplies,Binders,Avery Hole Reinforcements,14.952000000000002,3,0.2,5.420100000000001,2021,September,3,38,Friday,2,0.3625,Low,Low Profit
3295,Us-2021-153381,2021-09-24,2021-09-28,Standard Class,De-13255,Deanra Eno,Home Office,United States,Dubuque,Iowa,52001,Central,Off-Bi-10001525,Office Supplies,Binders,"Acco Pressboard Covers With Storage Hooks, 14 7/8"" X 11"", Executive Red",15.24,4,0.0,6.857999999999999,2021,September,3,38,Friday,4,0.4499999999999999,Low,Low Profit
